mbti,character,movie_name,release_year,genre,revenue,score,metascore
ISFJ,Beeman,Constantine,2005.0,"Action, Adventure, Fantasy",,7.3,
ISFJ,Father Hennessy,Constantine,2005.0,"Action, Adventure, Fantasy",,7.3,
ISTP,John Constantine,Constantine,2005.0,"Action, Adventure, Fantasy",,7.3,
ISTJ,Midnite,Constantine,2005.0,"Action, Adventure, Fantasy",,7.3,
INFJ,Angela Dodson,Constantine,2005.0,"Action, Adventure, Fantasy",,7.3,
INFJ,Gabriel,Constantine,2005.0,"Action, Adventure, Fantasy",,7.3,
ENFP,Nash,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
ENTP,Eames,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
ENTJ,Saito,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
ISTP,Dominick Cobb,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
ISTJ,Arthur,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
INFP,Robert Fischer,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
INFJ,Mal,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
INTP,Ariadne,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
INTP,Yusuf,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
INTJ,Stephen Miles,Inception,2010.0,"Action, Adventure, Sci-Fi",292576195.0,8.8,74.0
ENFP,Sir Percy Blakeney,The Scarlet Pimpernel,1982.0,"Action, Drama, Romance",,7.7,
ISFP,Margaerite St Just,The Scarlet Pimpernel,1982.0,"Action, Drama, Romance",,7.7,
INTJ,Paul Chauvelin,The Scarlet Pimpernel,1982.0,"Action, Drama, Romance",,7.7,
ENFP,Keiko Chazawa,Himizu,2011.0,"Crime, Drama",,7.1,66.0
ENFJ,Yoruno,Himizu,2011.0,"Crime, Drama",,7.1,66.0
ISFP,Yuichi Sumida,Himizu,2011.0,"Crime, Drama",,7.1,66.0
ENFP,Jean Markham,Tell It To The Bees,2018.0,"Drama, Romance",,6.1,50.0
ISFJ,Lydia Weekes,Tell It To The Bees,2018.0,"Drama, Romance",,6.1,50.0
ENFP,Tom Sawyer,Tom Sawyer,1973.0,"Adventure, Musical, Family",,6.5,
ISFP,Huckleberry Finn,Tom Sawyer,1973.0,"Adventure, Musical, Family",,6.5,
ISFJ,Becky Thatcher,Tom Sawyer,1973.0,"Adventure, Musical, Family",,6.5,
ENFP,Vera Wellbond,Summerland,2020.0,"Drama, Romance, War",,6.8,56.0
ISTJ,Edie,Summerland,2020.0,"Drama, Romance, War",,6.8,56.0
INFP,Alice Lamb,Summerland,2020.0,"Drama, Romance, War",,6.8,56.0
INFP,Frank Wellbond,Summerland,2020.0,"Drama, Romance, War",,6.8,56.0
ENFP,Øystein Stene,The Painter And The Thief,2020.0,Documentary,,7.6,78.0
INFP,Karl Bertil Nordland,The Painter And The Thief,2020.0,Documentary,,7.6,78.0
INFJ,Barbora Kysilkova,The Painter And The Thief,2020.0,Documentary,,7.6,78.0
ENFP,Alice Mori,Plus One,2019.0,"Comedy, Drama, Romance",,6.6,65.0
ISFJ,Ben King,Plus One,2019.0,"Comedy, Drama, Romance",,6.6,65.0
ENFP,Toad,The Wind In The Willows,1984.0,"Animation, Adventure, Family",,7.9,
ENFJ,Rat,The Wind In The Willows,1984.0,"Animation, Adventure, Family",,7.9,
ISFP,Mole,The Wind In The Willows,1984.0,"Animation, Adventure, Family",,7.9,
ISTJ,Badger,The Wind In The Willows,1984.0,"Animation, Adventure, Family",,7.9,
ENFP,Marianne Drumond,La Belle Époque,2019.0,"Comedy, Drama, Romance",,7.4,75.0
ENFP,Molly Maxwell,Molly Maxwell,2013.0,"Drama, Romance",,6.3,
ENFP,Mildred Hubble,The Worst Witch,1986.0,"Comedy, Family, Fantasy",,7.1,
ISTJ,Miss Hardbroom,The Worst Witch,1986.0,"Comedy, Family, Fantasy",,7.1,
ENFP,Stella Bradshaw,An Awfully Big Adventure,1995.0,"Comedy, Drama, Romance",258195.0,6.0,
ENTP,Meredith Potter,An Awfully Big Adventure,1995.0,"Comedy, Drama, Romance",258195.0,6.0,
ENFP,Mama,Jack Frost,1979.0,"Animation, Adventure, Comedy",,7.0,
ISFP,Jack Frost,Jack Frost,1979.0,"Animation, Adventure, Comedy",,7.0,
ENFJ,Maya Arnez,Words On Bathroom Walls,2020.0,Drama,,6.6,61.0
ISFP,Adam Petrazelli,Words On Bathroom Walls,2020.0,Drama,,6.6,61.0
INFP,Rebecca,Words On Bathroom Walls,2020.0,Drama,,6.6,61.0
ENFJ,Alicia Masters,Fantastic Four,2005.0,"Action, Adventure, Fantasy",,5.5,
ENTJ,"Victor Von Doom ""Doctor Doom""",Fantastic Four,2005.0,"Action, Adventure, Fantasy",,5.5,
ISFP,"Ben Grimm ""The Thing""",Fantastic Four,2005.0,"Action, Adventure, Fantasy",,5.5,
ISTJ,Captain Frankie Raye,Fantastic Four,2005.0,"Action, Adventure, Fantasy",,5.5,
INFP,"Norin Radd ""Silver Surfer""",Fantastic Four,2005.0,"Action, Adventure, Fantasy",,5.5,
ENFJ,Ainun,Habibie & Ainun,2012.0,"Biography, Drama, Romance",,7.6,
ENFJ,Amber Appleton,All Together Now,2020.0,Drama,,6.5,64.0
ENTJ,Joan,All Together Now,2020.0,Drama,,6.5,64.0
ENFJ,Lewis Fyne,True Stories,1986.0,"Musical, Comedy",2545142.0,7.2,67.0
INTP,Narrator,True Stories,1986.0,"Musical, Comedy",2545142.0,7.2,67.0
ENFJ,Ryohei,Asako I & Ii,2018.0,"Drama, Romance",23451.0,6.8,68.0
INFJ,Asako,Asako I & Ii,2018.0,"Drama, Romance",23451.0,6.8,68.0
ENFJ,Allison,Black Bear,2020.0,Drama,,7.2,82.0
ENFJ,"Maciej Aleksy ""Alek"" Dawidowski",Kamienie Na Szaniec,2014.0,"Drama, War",,6.2,
ISFJ,"Kazimierz ""Paweł"" Pawelski",Kamienie Na Szaniec,2014.0,"Drama, War",,6.2,
INFP,"Jan ""Rudy"" Bytnar",Kamienie Na Szaniec,2014.0,"Drama, War",,6.2,
INFJ,"Tadeusz ""Zośka"" Zawadzki",Kamienie Na Szaniec,2014.0,"Drama, War",,6.2,
ENTP,Trickster,Brainscan,1994.0,"Comedy, Horror, Sci-Fi",4264509.0,6.1,
ISFP,Michael Brower,Brainscan,1994.0,"Comedy, Horror, Sci-Fi",4264509.0,6.1,
ENTP,Akiba Shigeru,Love Letter,1995.0,"Drama, Romance",,8.0,
ISFP,Itsuki Fujii (Female),Love Letter,1995.0,"Drama, Romance",,8.0,
ISTP,Itsuki Fujii (Male),Love Letter,1995.0,"Drama, Romance",,8.0,
ENTP,Ziki Okemi,Rafiki,2018.0,"Drama, Romance",137968.0,6.7,68.0
ISTP,Kena Mwaura,Rafiki,2018.0,"Drama, Romance",137968.0,6.7,68.0
ENTP,The Tod,The Plague Dogs,1982.0,"Animation, Adventure, Drama",,7.8,
ISTJ,Rowf,The Plague Dogs,1982.0,"Animation, Adventure, Drama",,7.8,
INFP,Snitter,The Plague Dogs,1982.0,"Animation, Adventure, Drama",,7.8,
ENTP,Thomas Edison,Tesla,2020.0,"Biography, Drama",,5.0,67.0
INTJ,Nikola Tesla,Tesla,2020.0,"Biography, Drama",,5.0,67.0
ENTP,Giacomo Casanova,Casanova,2005.0,"Biography, Comedy, Drama",,7.9,
ENTP,Stanley Hyman,Shirley,2020.0,"Biography, Drama, Thriller",,6.2,76.0
INTJ,Shirley Jackson,Shirley,2020.0,"Biography, Drama, Thriller",,6.2,76.0
ENTJ,"King Edward I ""Longshanks""",Braveheart,1995.0,"Biography, Drama, History",75600000.0,8.3,68.0
ISFP,Prince Edward,Braveheart,1995.0,"Biography, Drama, History",75600000.0,8.3,68.0
ISTJ,Robert The Bruce,Braveheart,1995.0,"Biography, Drama, History",75600000.0,8.3,68.0
ENTJ,Olga,Anna,2019.0,"Short, Drama",,8.3,
ENTJ,Lenny Miller,Anna,2019.0,"Short, Drama",,8.3,
ISFP,Anna'S Girfriend,Anna,2019.0,"Short, Drama",,8.3,
INTJ,Anna Poliatova,Anna,2019.0,"Short, Drama",,8.3,
ENTJ,Heather Wolfe,Starting Out In The Evening,2007.0,"Drama, Romance",902115.0,6.9,78.0
ISFP,Ariel Schiller,Starting Out In The Evening,2007.0,"Drama, Romance",902115.0,6.9,78.0
ISTJ,Leonard Schiller,Starting Out In The Evening,2007.0,"Drama, Romance",902115.0,6.9,78.0
ENTJ,Krystian Bala,Amok,2017.0,"Crime, Thriller",,5.8,
ISTP,Jacek Sokolski,Amok,2017.0,"Crime, Thriller",,5.8,
ENTJ,Synonamess Botch,Twice Upon A Time,1983.0,"Animation, Action, Adventure",,6.9,
ISFP,Flora Fairchild,The Turning,2020.0,"Drama, Horror, Mystery",,3.8,35.0
INFJ,Kate Mandell,The Turning,2020.0,"Drama, Horror, Mystery",,3.8,35.0
INTP,Miles Fairchild,The Turning,2020.0,"Drama, Horror, Mystery",,3.8,35.0
ISFP,Elle,La Pointe Courte,1955.0,Drama,,7.1,
ISTJ,Lui,La Pointe Courte,1955.0,Drama,,7.1,
ISFP,Mireille,Boy Meets Girl,1984.0,"Drama, Romance",,7.0,
INFP,Alex,Boy Meets Girl,1984.0,"Drama, Romance",,7.0,
ISFP,Jung Dae-Hyun,Kim Ji-Young: Born 1982,2019.0,Drama,,7.4,
ISFJ,Kim Ji-Young,Kim Ji-Young: Born 1982,2019.0,Drama,,7.4,
ISFP,Frida,Psychobitch,2019.0,Drama,,6.9,
INFJ,Marius,Psychobitch,2019.0,Drama,,6.9,
ISFP,J1,Archive,2020.0,"Drama, Sci-Fi, Thriller",,6.3,67.0
ISFJ,J2,Archive,2020.0,"Drama, Sci-Fi, Thriller",,6.3,67.0
ISFJ,Jules Almore,Archive,2020.0,"Drama, Sci-Fi, Thriller",,6.3,67.0
ISFJ,J3,Archive,2020.0,"Drama, Sci-Fi, Thriller",,6.3,67.0
INTJ,George Almore,Archive,2020.0,"Drama, Sci-Fi, Thriller",,6.3,67.0
ISFP,Mari Inuyashiki,Inuyashiki,2018.0,"Action, Drama, Sci-Fi",,6.6,
ISFJ,Ichiro Inuyashiki,Inuyashiki,2018.0,"Action, Drama, Sci-Fi",,6.6,
ISFJ,Andō Naoyuki,Inuyashiki,2018.0,"Action, Drama, Sci-Fi",,6.6,
INTJ,Hiro Shishigami,Inuyashiki,2018.0,"Action, Drama, Sci-Fi",,6.6,
ISFJ,Mae Holland,The Circle,2017.0,"Drama, Horror, Thriller",,4.9,
ISFJ,Milea,Dilan 1990,2018.0,"Drama, Romance",,7.3,
ISFJ,Geneviève,Céline,1992.0,Drama,,6.9,
ISFJ,Jean,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
ISTJ,Professor,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
INFP,Anthropology Student,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
INTP,Kathleen Conklin,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
INTJ,Peina,The Addiction,1995.0,"Drama, Horror",302393.0,6.5,
ISFJ,Miranda Wells,The Secret: Dare To Dream,2020.0,"Drama, Romance",,6.4,32.0
ISTP,Coco Chanel,Coco Chanel,2008.0,"Biography, Drama",,6.9,
ISTP,Ruben,Sound Of Metal,2019.0,"Drama, Music",,7.1,87.0
INFP,Lou,Sound Of Metal,2019.0,"Drama, Music",,7.1,87.0
ISTP,Alex Raine,Nemesis,1992.0,"Action, Sci-Fi, Thriller",2001124.0,5.4,
ISTJ,Harry,Kamchatka,2002.0,Drama,,7.1,
INFP,Tiny Tim Cratchit,A Christmas Carol,1938.0,"Drama, Family, Fantasy",,7.5,
INFJ,Bob Cratchit,A Christmas Carol,1938.0,"Drama, Family, Fantasy",,7.5,
INTJ,Ebenezer Scrooge,A Christmas Carol,1938.0,"Drama, Family, Fantasy",,7.5,
INFP,Sam Cahill,Brothers,2009.0,Comedy,,4.4,
INFP,Benjamin,Benjamin,2018.0,"Comedy, Drama, Romance",,6.8,70.0
INFJ,Alexander Masters,Stuart: A Life Backwards,2007.0,"Biography, Drama",,7.8,
INFJ,Fay,Another Me,2013.0,"Mystery, Thriller",,4.7,
INFJ,The Woman,Meshes Of The Afternoon,1943.0,"Short, Fantasy, Mystery",,7.9,
INTJ,The Man,Meshes Of The Afternoon,1943.0,"Short, Fantasy, Mystery",,7.9,
INTJ,Grim Reaper,Meshes Of The Afternoon,1943.0,"Short, Fantasy, Mystery",,7.9,
INTP,Marie Curie,Radioactive,2019.0,"Biography, Drama, Romance",,6.2,56.0
INTP,Pierre Curie,Radioactive,2019.0,"Biography, Drama, Romance",,6.2,56.0
INTP,Clifford Chatterley,Lady Chatterley'S Lover,2015.0,"Drama, Romance",,6.4,
INTJ,Benson,Saturn 3,1980.0,"Adventure, Horror, Sci-Fi",,5.2,9.0
INTJ,Michał,Beyond Words,2017.0,Drama,,6.0,
ESFP,Anakin Skywalker,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFP,Chewbacca,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFP,Jar Jar Binks,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFP,Salacious B. Crumb,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFP,Jannah,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFP,Sy Snootles,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFP,Weeteef Cyu-Bee,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFP,"Temmin ""Snap"" Wexley",Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFJ,Amilyn Holdo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFJ,Eeth Koth,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFJ,Captain Typho,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESFJ,General Jan Dodonna,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Han Solo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Poe Dameron,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Lando Calrissian,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Jabba The Hutt,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Dj,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Baze Malbus,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Watto,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Bossk,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Admiral Raddus,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Dexter Jettster,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Biggs Darklighter,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Arvel Crynyd,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Sergeant Ruescott Melshi,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Bargwill Tomder,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Grummgar,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,"Tallisan ""Tallie"" Lintra",Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Teebo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTP,Tasu Leech,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Leia Organa,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,General Grievous,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Captain Phasma,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Nute Gunray,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Boss Nass,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Commander Cody,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Admiral Motti,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,General Veers,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Mas Amedda,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Even Piell,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Wat Tambor,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Captain Canady,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Lady Proxima,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Bala-Tik,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Lott Dod,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Tarfful,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Quay Tolsite,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Po Nudo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Moloch,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Slowen Lo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ESTJ,Ev-9D9,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENFP,Finn / Fn-2187,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENFP,Bb-8,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENFP,Kit Fisto,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENFJ,Padmé Amidala,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENFJ,Bail Organa,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENFJ,Wedge Antilles,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENFJ,Lyra Erso,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENFJ,Sabé,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTP,R2-D2,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTP,Babu Frik,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTP,Nebit (Jawa),Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTP,Max Rebo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,Count Dooku,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,Snoke,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,Orson Krennic,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,Tobias Beckett,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,Allegiant General Pryde,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,Poggle The Lesser,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,Sun Fac,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,San Hill,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ENTJ,Master Codebreaker,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Rey,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Jyn Erso,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Rose Tico,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Bodhi Rook,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Wicket W. Warrick,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Admiral Ozzel,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Enfys Nest,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,D-O,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Bistan,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Oola,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Droopy Mccool,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFP,Temiri Blagg,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,C-3Po,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Mon Mothma,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Val,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Shmi Skywalker Lars,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Beru Lars,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Adi Gallia,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Agen Kolar,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Sors Bandeam (Youngling),Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Admiral Statura,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Kaydel Ko Connix,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Taun We,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Yarael Poof,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Commander Larma D'Acy,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Sio Bibble,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Lieutenant Dopheld Mitaka,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Paige Tico,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Captain Raymus Antilles,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Stass Allie,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,Tc-14,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISFJ,General Caluan Ematt,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Boba Fett,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Darth Maul,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Jango Fett,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Greedo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Zam Wesell,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Zorii Bliss,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Captain Sidon Ithano,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Salty Sharp,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Lieutenant Wrobie Tyce,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Edrio Two-Tubes,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Weazel,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Ric Olié,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Teedo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTP,Boolio,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Darth Vader,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Mace Windu,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,General Hux,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Grand Moff Tarkin,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Cassian Andor,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Admiral Ackbar,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Saw Gerrera,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Admiral Piett,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Captain Needa,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Bb-9E,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Rune Haako,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Commander Bacara,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Lobot,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Jocasta Nu,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Cliegg Lars,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Dr. Cornelius Evazan,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Tion Medon,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,General Crix Madine,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,General Carlist Rieekan,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Zuckuss,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Aftab Ackbar,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Commander Gherant,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Captain Peavey,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Chief Chirpa,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Daultay Dofine,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Oppo Rancisis,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Passel Argente,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Sly Moore,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Shu Mai,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
ISTJ,Boga,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
INFP,Luke Skywalker,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
INFP,Kylo Ren / Ben Solo,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
INFP,Chirrut Îmwe,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
INFP,Barriss Offee,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
INFJ,Obi-Wan Kenobi,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
INFJ,Qui-Gon Jinn,Star Wars,1983.0,"Action, Adventure, Sci-Fi",,8.1,
